COLUMN_NAME,DATA_TYPE,NUMERIC_PRECISION,NUMERIC_SCALE
MarketTypeId,int,10,0
NameId,int,10,0
Order,int,10,0
HomeValue,int,10,0
AwayValue,int,10,0
ResultExpression,varchar,,
HandicapSign,int,10,0
Kind,nvarchar,,
KindBasalt,nvarchar,,
DefaultPrice,decimal,8,3
AlternateNameId,int,10,0
ReverseOrder,int,10,0
ReverseId,int,10,0
LiveDelay,int,10,0
DisplayColumn,int,10,0
IsExcludeHandicapFromSite,bit,,
BetBuilderExpression,varchar,,
